Alpha Code,Common Name,Genus,Species
RCBR,Rufous-capped Brushfinch,Atlapetes,pileatus
RCCA,Red-crested Cardinal,Paroaria,coronata
RCGS,Rusty-crowned Ground-Sparrow,Melozone,kieneri
RCKI,Ruby-crowned Kinglet,Corthylio,calendula
RCMA,Red-capped Manakin,Ceratopipra,mentalis
RCMO,Russet-crowned Motmot,Momotus,mexicanus
RCNT,Ruddy-capped Nightingale-Thrush,Catharus,frantzii
RCOS,Rufous-collared Sparrow,Zonotrichia,capensis
RCPA,Red-crowned Parrot,Amazona,viridigenalis
RCQD,Russet-crowned Quail-Dove,Zentrygon,goldmani
RCRC,Rufous-crested Coquette,Lophornis,delattrei
RCRO,Rufous-collared Robin,Turdus,rufitorques
RCRW,Red-crowned Woodpecker,Melanerpes,rubricapillus
RCSP,Rufous-crowned Sparrow,Aimophila,ruficeps
RCWA,Rufous-capped Warbler,Basileuterus,rufifrons
RCWO,Red-cockaded Woodpecker,Dryobates,borealis
RDTF,Ruddy-tailed Flycatcher,Terenotriccus,erythrurus
REAV,Red Avadavat,Amandava,amandava
REBU,Reed Bunting,Emberiza,schoeniclus
RECR,Red Crossbill,Loxia,curvirostra
REDH,Redhead,Aythya,americana
REDW,Redwing,Turdus,iliacus
REEG,Reddish Egret,Egretta,rufescens
REJU,Red Junglefowl,Gallus,gallus
REKN,Red Knot,Calidris,canutus
REPH,Red Phalarope,Phalaropus,fulicarius
REQU,Resplendent Quetzal,Pharomachrus,mocinno
RESI,Red Siskin,Spinus,cucullatus
REVI,Red-eyed Vireo,Vireo,olivaceus
REWA,Red Warbler,Cardellina,rubra
RFBL,Red-flanked Bluetail,Tarsiger,cyanurus
RFBO,Red-footed Booby,Sula,sula
RFCO,Red-faced Cormorant,Urile,urile
RFFA,Red-footed Falcon,Falco,vespertinus
RFLO,Rosy-faced Lovebird,Agapornis,roseicollis
RFPA,Red-fronted Parrotlet,Touit,costaricensis
RFSP,Red-faced Spinetail,Cranioleuca,erythrops
RFTF,Rufous-tailed Flycatcher,Myiarchus,validus
RFWA,Red-faced Warbler,Cardellina,rubrifrons
RGDO,Ruddy Ground Dove,Columbina,talpacoti
RHAU,Rhinoceros Auklet,Cerorhinca,monocerata
RHBA,Red-headed Barbet,Eubucco,bourcierii
RHTA,Red-headed Tanager,Piranga,erythrocephala
RHWO,Red-headed Woodpecker,Melanerpes,erythrocephalus
RIHA,Ridgway's Hawk,Buteo,ridgwayi
RIHU,Rivoli's Hummingbird,Eugenes,fulgens
RIKI,Ringed Kingfisher,Megaceryle,torquata
RIRA,Ridgway's Rail,Rallus,obsoletus
RISP,Ringed Storm-Petrel,Hydrobates,hornbyi
RIWA,River Warbler,Locustella,fluviatilis
RIWR,Riverside Wren,Cantorchilus,semibadius
RLHA,Rough-legged Hawk,Buteo,lagopus
RLHO,Red-legged Honeycreeper,Cyanerpes,cyaneus
RLKI,Red-legged Kittiwake,Rissa,brevirostris
RLPA,Red-lored Parrot,Amazona,autumnalis
RLTH,Red-legged Thrush,Turdus,plumbeus
RLTY,Rough-legged Tyrannulet,Phyllomyias,burmeisteri
RMFL,Rusty-margined Flycatcher,Myiozetetes,cayanensis
RMOT,Rufous Motmot,Baryphthengus,martii
RMOU,Rufous Mourner,Rhytipterna,holerythra
RMPA,Red-masked Parakeet,Psittacara,erythrogenys
RNAW,Rufous-naped Wren,Campylorhynchus,rufinucha
RNDU,Ring-necked Duck,Aythya,collaris
RNEP,Ring-necked Pheasant,Phasianus,colchicus
RNGR,Red-necked Grebe,Podiceps,grisegena
RNPA,Red-necked Parrot,Amazona,arausiaca
RNPH,Red-necked Phalarope,Phalaropus,lobatus
RNSA,Red-naped Sapsucker,Sphyrapicus,nuchalis
RNST,Red-necked Stint,Calidris,ruficollis
RNWR,Rufous-necked Wood-Rail,Aramides,axillaris
ROFL,Royal Flycatcher,Onychorhynchus,coronatus
ROGO,Ross's Goose,Anser,rossii
ROGU,Ross's Gull,Rhodostethia,rosea
ROHA,Roadside Hawk,Rupornis,magnirostris
ROOK,Rook,Corvus,frugilegus
ROPI,Rock Pigeon,Columba,livia
ROPT,Rock Ptarmigan,Lagopus,muta
ROSA,Rock Sandpiper,Calidris,ptilocnemis
ROSP,Roseate Spoonbill,Platalea,ajaja
ROST,Roseate Tern,Sterna,dougallii
ROTT,Rosy Thrush-Tanager,Rhodinocichla,rosea
ROWR,Rock Wren,Salpinctes,obsoletus
ROYT,Royal Tern,Thalasseus,maximus
RRAN,Rufous-rumped Antwren,Euchrepomis,callinota
RRKN,Rufa Red Knot,Calidris,canutus rufa
RRPA,Rose-ringed Parakeet,Psittacula,krameri
RRWO,Red-rumped Woodpecker,Dryobates,kirkii
RSBL,Red-shouldered Blackbird,Agelaius,assimilis
RSFL,Red-shafted Flicker,Colaptes,auratus cafer
RSHA,Red-shouldered Hawk,Buteo,lineatus
RSWR,Russet-naped Wood-Rail,Aramides,albiventris
RTAH,Rufous-tailed Hummingbird,Amazilia,tzacatl
RTAP,Ring-tailed Pigeon,Patagioenas,caribaea
RTAT,Red-throated Ant-Tanager,Habia,fuscicauda
RTBE,Rose-throated Becard,Pachyramphus,aglaiae
RTCA,Red-throated Caracara,Ibycter,americanus
RTHA,Red-tailed Hawk,Buteo,jamaicensis
RTHE,Rufescent Tiger-Heron,Tigrisoma,lineatum
RTHU,Ruby-throated Hummingbird,Archilochus,colubris
RTJA,Rufous-tailed Jacamar,Galbula,ruficauda
RTLO,Red-throated Loon,Gavia,stellata
RTOH,Ruby-topaz Hummingbird,Chrysolampis,mosquitus
RTPI,Red-throated Pipit,Anthus,cervinus
RTRO,Rufous-tailed Robin,Larvivora,sibilans
RTRT,Rufous-tailed Rock-thrush,Monticola,saxatilis
RTSO,Rufous-throated Solitaire,Myadestes,genibarbis
RTTA,Rose-throated Tanager,Piranga,roseogularis
RTTR,Red-tailed Tropicbird,Phaethon,rubricauda
RUAN,Russet Antshrike,Thamnistes,anabatinus
RUBL,Rusty Blackbird,Euphagus,carolinus
RUBU,Rustic Bunting,Emberiza,rustica
RUCR,Ruddy Crake,Laterallus,ruber
RUDP,Ruddy Pigeon,Patagioenas,subvinacea
RUDU,Ruddy Duck,Oxyura,jamaicensis
RUFF,Ruff,Calidris,pugnax
RUFG,Ruddy Foliage-gleaner,Clibanornis,rubiginosus
RUFP,Rufous Piha,Lipaugus,unirufus
RUGR,Ruffed Grouse,Bonasa,umbellus
RUHU,Rufous Hummingbird,Selasphorus,rufus
RUNI,Rufous Nightjar,Antrostomus,rufus
RUNT,Russet Nightingale-Thrush,Catharus,occidentalis
RUQD,Ruddy Quail-Dove,Geotrygon,montana
RUSA,Rufous Sabrewing,Pampa,rufa
RUSH,Ruddy Shelduck,Tadorna,ferruginea
RUSP,Rusty Sparrow,Aimophila,rufescens
RUTR,Ruddy Treerunner,Margarornis,rubiginosus
RUTU,Ruddy Turnstone,Arenaria,interpres
RUWO,Ruddy Woodcreeper,Dendrocincla,homochroa
RVBU,Red-vented Bulbul,Pycnonotus,cafer
RVCH,Rufous-vented Chachalaca,Ortalis,ruficauda
RVGC,Rufous-vented Ground-Cuckoo,Neomorphus,geoffroyi
RWAN,Rusty-winged Antwren,Herpsilochmus,frater
RWBL,Red-winged Blackbird,Agelaius,phoeniceus
RWBU,Red-whiskered Bulbul,Pycnonotus,jocosus
RWSC,Russet-winged Schiffornis,Schiffornis,stenorhyncha
RWSP,Rufous-winged Sparrow,Peucaea,carpalis
RWTA,Rufous-winged Tanager,Tangara,lavinia
RWWO,Rufous-winged Woodpecker,Piculus,simplex
SAAL,Salvin's Albatross,Thalassarche,salvini
SABS,Sagebrush Sparrow,Artemisiospiza,nevadensis
SACR,Sandhill Crane,Antigone,canadensis
SAFI,Saffron Finch,Sicalis,flaveola
SAFL,Sad Flycatcher,Myiarchus,barbirostris
SAGU,Sabine's Gull,Xema,sabini
SAHA,Savanna Hawk,Buteogallus,meridionalis
SALS,Saltmarsh Sparrow,Ammospiza,caudacuta
SAND,Sanderling,Calidris,alba
SAPA,Sapayoa,Sapayoa,aenigma
SAPH,Say's Phoebe,Sayornis,saya
SATE,Sandwich Tern,Thalasseus,sandvicensis
SATH,Sage Thrasher,Oreoscoptes,montanus
SAVI,San Andres Vireo,Vireo,caribaeus
SAVS,Savannah Sparrow,Passerculus,sandwichensis
SBAG,Slaty-backed Gull,Larus,schistisagus
SBAN,Smooth-billed Ani,Crotophaga,ani
SBAO,Streak-backed Oriole,Icterus,pustulatus
SBCU,Slender-billed Curlew,Numenius,tenuirostris
SBDO,Short-billed Dowitcher,Limnodromus,griseus
SBEH,Snowy-bellied Hummingbird,Saucerottia,edward
SBEL,Small-billed Elaenia,Elaenia,parvirostris
SBFF,Slaty-backed Forest-Falcon,Micrastur,mirandollei
SBFL,Sulphur-bellied Flycatcher,Myiodynastes,luteiventris
SBGR,Slender-billed Grackle,Quiscalus,palustris
SBIG,Short-billed Gull,Larus,brachyrhynchus
SBJA,San Blas Jay,Cyanocorax,sanblasianus
SBKI,Slender-billed Kite,Helicolestes,hamatus
SBMU,Scaly-breasted Munia,Lonchura,punctulata
SBNT,Slaty-backed Nightingale-Thrush,Catharus,fuscater
SBOH,Spotted x Barred Owl Hybrid,Strix,occidentalis x varia
SBOR,Spot-breasted Oriole,Icterus,pectoralis
SBPI,Short-billed Pigeon,Patagioenas,nigrirostris
SBRH,Scaly-breasted Hummingbird,Phaeochroa,cuvierii
SBRO,Siberian Blue Robin,Larvivora,cyane
SBSA,Spoon-billed Sandpiper,Calidris,pygmea
SBTA,Scarlet-browed Tanager,Heterospingus,xanthopygius
SBTH,Scaly-breasted Thrasher,Allenia,fusca
SBTI,Slaty-breasted Tinamou,Crypturellus,boucardi
SBTR,Streak-breasted Treehunter,Thripadectes,rufobrunneus
SBTS,Stub-tailed Spadebill,Platyrinchus,cancrominus
SBWP,Spot-breasted Woodpecker,Colaptes,punctigula
SCAA,Scaled Antpitta,Grallaria,guatimalensis
SCBA,Spot-crowned Barbet,Capito,maculicoronatus
SCBS,San Clemente Bell's Sparrow,Artemisiospiza,belli clementeae
SCBW,Scaly-breasted Wren,Microcerculus,marginatus
SCCH,Sooty-capped Chlorospingus,Chlorospingus,pileatus
SCCO,Short-crested Coquette,Lophornis,brachylophus
SCGO,Small Canada Goose,Branta,canadensis parvipes
SCHA,Streak-chested Antpitta,Hylopezus,perspicillatus
SCHT,Spangle-cheeked Tanager,Tangara,dowii
SCHU,Scintillant Hummingbird,Selasphorus,scintilla
SCHW,Stripe-cheeked Woodpecker,Piculus,callopterus
SCIB,Scarlet Ibis,Eudocimus,ruber
SCJU,Slate-colored Junco,Junco,hyemalis hyemalis
SCLS,San Clemente Loggerhead Shrike,Lanius,ludovicianus mearnsi
SCMA,Scarlet Macaw,Ara,macao
SCMU,Scripps's Murrelet,Synthliboramphus,scrippsi
SCOG,Slate-colored Grosbeak,Saltator,grossus
SCOR,Scott's Oriole,Icterus,parisorum
SCPI,Scaled Pigeon,Patagioenas,speciosa
SCPT,Scale-crested Pygmy-Tyrant,Lophotriccus,pileatus
SCQU,Scaled Quail,Callipepla,squamata
SCRG,Scrub Greenlet,Hylophilus,flavipes
SCRT,Scarlet-rumped Tanager,Ramphocelus,passerinii
SCRW,Spot-crowned Woodcreeper,Lepidocolaptes,affinis
SCSE,Slate-colored Seedeater,Sporophila,schistacea
SCSO,Slate-colored Solitaire,Myadestes,unicolor
SCTA,Scarlet Tanager,Piranga,olivacea
SECF,Sepia-capped Flycatcher,Leptopogon,amaurocephalus
SEHA,Semiplumbeous Hawk,Leucopternis,semiplumbeus
SEMW,Semper's Warbler,Leucopeza,semperi
SEOW,Short-eared Owl,Asio,flammeus
SEPL,Semipalmated Plover,Charadrius,semipalmatus
SESA,Semipalmated Sandpiper,Calidris,pusilla
SESP,Seaside Sparrow,Ammospiza,maritima
SEUP,Scrub Euphonia,Euphonia,affinis
SEWA,Sedge Warbler,Acrocephalus,schoenobaenus
SEWR,Sedge Wren,Cistothorus,stellaris
SFAN,Spiny-faced Antshrike,Xenornis,setifrons
SFFI,Sooty-faced Finch,Arremon,crassirostris
SFSW,Spot-fronted Swift,Cypseloides,cherriei
SFTA,Silvery-fronted Tapaculo,Scytalopus,argentifrons
SGBW,Straight-billed Woodcreeper,Dendroplex,picus
SHAR,Sharpbill,Oxyruncus,cristatus
SHCO,Shiny Cowbird,Molothrus,bonariensis
SHHO,Shining Honeycreeper,Cyanerpes,lucidus
SHLA,Streaked Horned Lark,Eremophila,alpestris strigata
SHPA,Saffron-headed Parrot,Pyrilia,pyrilia
SHSP,Stripe-headed Sparrow,Peucaea,ruficauda
SHTF,Slate-headed Tody-Flycatcher,Poecilotriccus,sylvia
SHTH,Sapphire-throated Hummingbird,Chrysuronia,coeruleogularis
SHTN,Short-tailed Nighthawk,Lurocalis,semitorquatus
SHTY,Sooty-headed Tyrannulet,Phyllomyias,griseiceps
SHWO,Streak-headed Woodcreeper,Lepidocolaptes,souleyetii
SHWR,Sooty-headed Wren,Pheugopedius,spadix
SIAC,Siberian Accentor,Prunella,montanella
SIBW,Stripe-breasted Wren,Cantorchilus,thoracicus
SICR,Sinaloa Crow,Corvus,sinaloae
SIHM,Siberian House-Martin,Delichon,lagopodum
SIMA,Sinaloa Martin,Progne,sinaloae
SIQU,Singing Quail,Dactylortyx,thoracicus
SIRU,Siberian Rubythroat,Calliope,calliope
SISW,Sick's Swift,Chaetura,meridionalis
SIWR,Sinaloa Wren,Thryophilus,sinaloa
SKBU,St. Kitts Bullfinch,Melopyrrha,grandis
SKTH,Sparkling-tailed Hummingbird,Tilmatura,dupontii
SLAN,Slaty Antwren,Myrmotherula,schisticolor
SLBF,St. Lucia Black Finch,Melanospiza,richardsoni
SLCF,Slaty-capped Flycatcher,Leptopogon,superciliaris
SLFI,Slaty Finch,Haplospiza,rustica
SLFL,Slaty Flowerpiercer,Diglossa,plumbea
SLOR,St. Lucia Oriole,Icterus,laudabilis
SLPA,St. Lucia Parrot,Amazona,versicolor
SLSH,Slender Sheartail,Doricha,enicura
SLSP,Slaty Spinetail,Synallaxis,brachyura
SLVI,Slaty Vireo,Vireo,brevipennis
SLWA,St. Lucia Warbler,Setophaga,delicata
SMBW,Smoky-brown Woodpecker,Dryobates,fumigatus
SMEW,Smew,Mergellus,albellus
SMLO,Smith's Longspur,Calcarius,pictus
SMSP,Sierra Madre Sparrow,Xenospiza,baileyi
SNBU,Snow Bunting,Plectrophenax,nivalis
SNBW,Strong-billed Woodcreeper,Xiphocolaptes,promeropirhynchus
SNCO,Snowy Cotinga,Carpodectes,nitidus
SNEG,Snowy Egret,Egretta,thula
SNGO,Snow Goose,Anser,caerulescens
SNKI,Snail Kite,Rostrhamus,sociabilis
SNOC,Snowcap,Microchera,albocoronata
SNOW,Snowy Owl,Bubo,scandiacus
SNPI,Scaly-naped Pigeon,Patagioenas,squamosa
SNPL,Snowy Plover,Charadrius,nivosus
SOBE,Southern Bentbill,Oncostoma,olivaceum
SOBT,Southern Beardless-Tyrannulet,Camptostoma,obsoletum
SOBW,Spot-breasted Wren,Pheugopedius,maculipectus
SOCW,Socorro Wren,Troglodytes,sissonii
SODO,Socorro Dove,Zenaida,graysoni
SOEA,Solitary Eagle,Buteogallus,solitarius
SOFL,Social Flycatcher,Myiozetetes,similis
SOGR,Sooty Grouse,Dendragapus,fuliginosus
SOHW,Southern House-Wren,Troglodytes,aedon musculus
SOLA,Southern Lapwing,Vanellus,chilensis
SOMA,Southern Martin,Progne,elegans
SOMO,Socorro Mockingbird,Mimus,graysoni
SONW,Song Wren,Cyphorhinus,phaeocephalus
SOOT,Sooty Thrush,Turdus,nigrescens
SOPA,Socorro Parakeet,Psittacara,brevipes
SORA,Sora,Porzana,carolina
SOSA,Solitary Sandpiper,Tringa,solitaria
SOSH,Sooty Shearwater,Ardenna,grisea
SOSN,Solitary Snipe,Gallinago,solitaria
SOSP,Song Sparrow,Melospiza,melodia
SOTE,Sooty Tern,Onychoprion,fuscatus
SOTH,Song Thrush,Turdus,philomelos
SOVI,Solitary Vireo,Vireo,(sp)
SPAN,Spotted Antbird,Hylophylax,naevioides
SPBA,Spotted Barbtail,Premnoplex,brunnescens
SPCA,Spot-crowned Antvireo,Dysithamnus,puncticeps
SPCE,Spot-crowned Euphonia,Euphonia,imitans
SPCR,Spotted Crake,Porzana,porzana
SPDO,Spotted Dove,Streptopelia,chinensis
SPEI,Spectacled Eider,Somateria,fischeri
SPEO,Spectacled Owl,Pulsatrix,perspicillata
SPFL,Spotted Flycatcher,Muscicapa,striata
SPGR,Spruce Grouse,Canachites,canadensis
SPMO,Speckled Mourner,Laniocera,rufescens
SPOW,Spotted Owl,Strix,occidentalis
SPPA,Spectacled Parrotlet,Forpus,conspicillatus
SPPI,Sprague's Pipit,Anthus,spragueii
SPRA,Spotted Rail,Pardirallus,maculatus
SPRE,Spotted Redshank,Tringa,erythropus
SPSA,Spotted Sandpiper,Actitis,macularius
SPSK,South Polar Skua,Stercorarius,maccormicki
SPTA,Speckled Tanager,Ixothraupis,guttata
SPTH,Spectacled Thrush,Turdus,nudigenis
SPTN,Spot-tailed Nightjar,Hydropsalis,maculicaudus
SPTO,Spotted Towhee,Pipilo,maculatus
SPTS,Sharp-tailed Sandpiper,Calidris,acuminata
SPWO,Spotted Woodcreeper,Xiphorhynchus,erythropygius
SPWQ,Spotted Wood-Quail,Odontophorus,guttatus
SPWR,Spotted Wren,Campylorhynchus,gularis
SQCU,Squirrel Cuckoo,Piaya,cayana
SRCA,Scarlet-rumped Cacique,Cacicus,uropygialis
SRFL,Sulphur-rumped Flycatcher,Myiobius,sulphureipygius
SRGH,Snow X Ross's Goose Hybrid,Anser,caerulescens x rossii
SRGO,Snow/Ross's Goose,Anser,caerulescens/rossii
SRWS,Southern Rough-winged Swallow,Stelgidopteryx,ruficollis
SSAL,Streaked Saltator,Saltator,striatipectus
SSHA,Sharp-shinned Hawk,Accipiter,striatus
SSPA,Striped Sparrow,Oriturus,superciliosus
SSTP,Swinhoe's Storm-Petrel,Hydrobates,monorhis
STAL,Short-tailed Albatross,Phoebastria,albatrus
STCA,Streak-crowned Antvireo,Dysithamnus,striaticeps
STCU,Striped Cuckoo,Tapera,naevia
STCW,Strickland's Woodpecker,Dryobates,stricklandi
STDA,Scarlet-thighed Dacnis,Dacnis,venusta
STEI,Steller's Eider,Polysticta,stelleri
STFG,Scaly-throated Foliage-gleaner,Anabacerthia,variegaticeps
STFL,Scissor-tailed Flycatcher,Tyrannus,forficatus
STGN,Slate-throated Gnatcatcher,Polioptila,schistaceigula
STGR,Sharp-tailed Grouse,Tympanuchus,phasianellus
STGU,Swallow-tailed Gull,Creagrus,furcatus
STHA,Short-tailed Hawk,Buteo,brachyurus
STHJ,Silvery-throated Jay,Cyanolyca,argentigula
STHM,Stripe-tailed Hummingbird,Eupherusa,eximia
STHR,Stripe-throated Hermit,Phaethornis,striigularis
STJA,Steller's Jay,Cyanocitta,stelleri
STKI,Swallow-tailed Kite,Elanoides,forficatus
STLE,Scaly-throated Leaftosser,Sclerurus,guatemalensis
STOF,Stolid Flycatcher,Myiarchus,stolidus
STOW,Stygian Owl,Asio,stygius
STPE,Stejneger's Petrel,Pterodroma,longirostris
STPW,Striped Woodhaunter,Automolus,subulatus
STRE,Slate-throated Redstart,Myioborus,miniatus
STRF,Streaked Flycatcher,Myiodynastes,maculatus
STRH,Striated Heron,Butorides,striata
STRO,Striped Owl,Asio,clamator
STRS,Streaked Shearwater,Calonectris,leucomelas
STSA,Stilt Sandpiper,Calidris,himantopus
STSC,Stejneger's Scoter,Melanitta,stejnegeri
STSE,Steller's Sea-Eagle,Haliaeetus,pelagicus
STSP,Sharp-tailed Sparrow,Ammospiza,nelsoni/caudacuta
STST,Sharp-tailed Streamcreeper,Lochmias,nematura
STSW,Short-tailed Swift,Chaetura,brachyura
STTA,Silver-throated Tanager,Tangara,icterocephala
STTR,Slaty-tailed Trogon,Trogon,massena
STTS,Short-tailed Shearwater,Ardenna,tenuirostris
STWR,Stripe-throated Wren,Cantorchilus,leucopogon
STXE,Streaked Xenops,Xenops,rutilans
SUNB,Sunbittern,Eurypyga,helias
SUNG,Sungrebe,Heliornis,fulica
SURF,Surfbird,Calidris,virgata
SURT,Sulphur-rumped Tanager,Heterospingus,rubrifrons
SUSC,Surf Scoter,Melanitta,perspicillata
SUTA,Summer Tanager,Piranga,rubra
SUWA,Sutton's Warbler,Setophaga,americana x dominica
SUWR,Sumichrast's Wren,Hylorchilus,sumichrasti
SVPA,St. Vincent Parrot,Amazona,guildingii
SWFG,Slaty-winged Foliage-gleaner,Philydor,fuscipenne
SWFL,Southwestern Willow Flycatcher,Empidonax,traillii extimus
SWHA,Swainson's Hawk,Buteo,swainsoni
SWPA,Sulphur-winged Parakeet,Pyrrhura,hoffmanni
SWSP,Swamp Sparrow,Melospiza,georgiana
SWTA,Swallow Tanager,Tersina,viridis
SWTH,Swainson's Thrush,Catharus,ustulatus
SWWA,Swainson's Warbler,Limnothlypis,swainsonii
TABG,Taiga Bean-Goose,Anser,fabalis
TACH,Tacarcuna Chlorospingus,Chlorospingus,tacarcunae
TACR,Tamaulipas Crow,Corvus,imparatus
TAFL,Taiga Flycatcher,Ficedula,albicilla
TAHU,Talamanca Hummingbird,Eugenes,spectabilis
TAPE,Tahiti Petrel,Pseudobulweria,rostrata
TAPO,Tamaulipas Pygmy-Owl,Glaucidium,sanchezi
TATA,Tacarcuna Tapaculo,Scytalopus,panamensis
TAWA,Tacarcuna Warbler,Basileuterus,tacarcunae
TAWQ,Tacarcuna Wood-Quail,Odontophorus,dialeucos
TBEU,Thick-billed Euphonia,Euphonia,laniirostris
TBFL,Tawny-breasted Flycatcher,Myiobius,villosus
TBHU,Tooth-billed Hummingbird,Androdon,aequatorialis
TBKI,Thick-billed Kingbird,Tyrannus,crassirostris
TBLO,Thick-billed Longspur,Rhynchophanes,mccownii
TBMO,Turquoise-browed Motmot,Eumomota,superciliosa
TBMU,Thick-billed Murre,Uria,lomvia
TBPA,Thick-billed Parrot,Rhynchopsitta,pachyrhyncha
TBSF,Thick-billed Seed-Finch,Sporophila,funerea
TBVI,Thick-billed Vireo,Vireo,crassirostris
TBWA,Thick-billed Warbler,Arundinax,aedon
TCEU,Tawny-capped Euphonia,Euphonia,anneae
TCFL,Tawny-chested Flycatcher,Aphanotriccus,capitalis
TCGR,Tawny-crowned Greenlet,Tunchiornis,ochraceiceps
TCHU,Turquoise-crowned Hummingbird,Cynanthus,doubledayi
TCNI,Tawny-collared Nightjar,Antrostomus,salvini
TCTA,Tawny-crested Tanager,Tachyphonus,delatrii
TESA,Terek Sandpiper,Xenus,cinereus
TEST,Temminck's Stint,Calidris,temminckii
TEWA,Tennessee Warbler,Leiothlypis,peregrina
TFGN,Tawny-faced Gnatwren,Microbates,cinereiventris
TFQU,Tawny-faced Quail,Rhynchortyx,cinctus
THAN,Thicket Antpitta,Myrmothera,dives
THGU,Thayer's Gull,Larus,glaucoides thayeri
THTI,Thicket Tinamou,Crypturellus,cinnamomeus
THWH,Townsend's x Hermit Warbler Hybrid,Setophaga,townsendi x occidentalis
TIHA,Tiny Hawk,Microspizias,superciliosus
TIWR,Timberline Wren,Thryorchilus,browni
TKGU,Thayer's/Kumlien's Gull,Larus,glaucoides thayeri/kumlieni
TMHU,Tres Marias Hummingbird,Cynanthus,lawrencei
TOMO,Tody Motmot,Hylomanes,momotula
TOSH,Townsend's Shearwater,Puffinus,auricularis
TOSO,Townsend's Solitaire,Myadestes,townsendi
TOSP,Townsend's Storm-Petrel,Hydrobates,socorroensis
TOTY,Torrent Tyrannulet,Serpophaga,cinerea
TOWA,Townsend's Warbler,Setophaga,townsendi
TRBL,Tricolored Blackbird,Agelaius,tricolor
TRES,Tree Swallow,Tachycineta,bicolor
TRFL,Traill's Flycatcher,Empidonax,alnorum/traillii
TRHE,Tricolored Heron,Egretta,tricolor
TRJA,Transvolcanic Jay,Aphelocoma,ultramarina
TRKI,Tropical Kingbird,Tyrannus,melancholicus
TRMO,Tropical Mockingbird,Mimus,gilvus
TRMU,Tricolored Munia,Lonchura,malacca
TROP,Tropical Pewee,Contopus,cinereus
TRPA,Tropical Parula,Setophaga,pitiayumi
TRPE,Trindade Petrel,Pterodroma,arminjoniana
TRPI,Tree Pipit,Anthus,trivialis
TRSO,Tropical Screech-Owl,Megascops,choliba
TRSP,Tristram's Storm-Petrel,Hydrobates,tristrami
TRUS,Trumpeter Swan,Cygnus,buccinator
TSBL,Tawny-shouldered Blackbird,Agelaius,humeralis
TTLE,Tawny-throated Leaftosser,Sclerurus,mexicanus
TUBG,Tundra Bean-Goose,Anser,serrirostris
TUCO,Turquoise Cotinga,Cotinga,ridgwayi
TUDU,Tufted Duck,Aythya,fuligula
TUFL,Tufted Flycatcher,Mitrephanes,phaeocercus
TUJA,Tufted Jay,Cyanocorax,dickeyi
TUPU,Tufted Puffin,Fratercula,cirrhata
TUQD,Tuxtla Quail-Dove,Zentrygon,carrikeri
TUSW,Tundra Swan,Cygnus,columbianus
TUTI,Tufted Titmouse,Baeolophus,bicolor
TUVU,Turkey Vulture,Cathartes,aura
TWBE,Three-wattled Bellbird,Procnias,tricarunculatus
TWFG,Tule Greater White-fronted Goose,Anser,albifrons elgasi
TWWO,Tawny-winged Woodcreeper,Dendrocincla,anabatina
UAHA,Unidentified Accipiter Hawk,Accipiter,(sp)
UAIH,Ula-ai-hawane,Ciridops,anna
UHFI,Unidentified Haemorhous Finch,Haemorhous,(sp)
UNBI,Unidentified Bird,Aves,"(gen, sp)"
UNBL,Unidentified Blackbird,Icteridae,"(gen, sp)"
UNCH,Unidentified Chickadee,Poecile,(sp)
UNCR,Unidentified Crow,Corvus,(sp)
UNDO,Unidentified Dowitcher,Limnodromus,sp.
UNDU,Unidentified Duck,Anatinae,"(gen, sp)"
UNEM,Unidentified Empidonax,Empidonax,(sp)
UNFL,Unidentified Flycatcher,Tyrannidae,"(gen, sp)"
UNGO,Unidentified Goose,Anserinae,(gen. sp.)
UNHA,Unidentified Hawk,Accipitridae,"(gen, sp)"
UNHU,Unidentified Hummingbird,Trochilidae,"(gen, sp)"
UNIC,Uniform Crake,Amaurolimnas,concolor
UNJA,Unicolored Jay,Aphelocoma,unicolor
UNLG,Unidentified Larus Gull,Larus,(sp)
UNOW,Unidentified Owl,Strigidae,"(gen, sp)"
UNPE,Unidentified Pewee,Contopus,(sp.)
UNRE,Unidentified Redpoll,Acanthis,flammea/hornemanni
UNSA,Unidentified Sapsucker,Sphyrapicus,(sp)
UNSP,Unidentified Sparrow,Passerellidae,"(gen, sp)"
UNSW,Unidentified Swallow,Hirundinidae,"(gen, sp)"
UNTH,Unidentified Thrush,Turdidae,"(gen, sp)"
UNWA,Unidentified Warbler,Parulidae,"(gen, sp)"
UNWO,Unidentified Woodpecker,Picinae,"(gen, sp)"
UNWR,Unidentified Wren,Troglodytidae,"(gen, sp)"
UPSA,Upland Sandpiper,Bartramia,longicauda
UPTA,Unidentified Piranga Tanager,Piranga,(sp)
URST,Unidentified Rufous-sided Towhee,Pipilo,maculatus/erythrophthalmus
USHU,Unidentified Selasphorus Hummingbird,Selaphorus,(sp)
USSP,Unidentified Sage Sparrow,Artemisiospiza,nevadensis/belli
USWO,Unspotted Saw-whet Owl,Aegolius,ridgwayi
VABU,Varied Bunting,Passerina,versicolor
VAFL,Variegated Flycatcher,Empidonomus,varius
VASE,Variable Seedeater,Sporophila,corvina
VASO,Varied Solitaire,Myadestes,coloratus
VASW,Vaux's Swift,Chaetura,vauxi
VATH,Varied Thrush,Ixoreus,naevius
VBHU,Violet-bellied Hummingbird,Chlorestes,julie
VCAH,Violet-capped Hummingbird,Goldmania,violiceps
